Entry	yourlist:M20180311A7434721E10EE6586998A056CCD0537E49A32AY	Entry name	Gene ontology IDs	Status	Protein names	Gene names	Organism	Length	isomap:M20180311A7434721E10EE6586998A056CCD0537E49A32AY	yourlist:M201803118A530B6CA0138AFAA6D2B97CE8C2A9240BFF3DO	Annotation
Q7KR10	AE013599	CCD1D_DROME	GO:0004497; GO:0005506; GO:0005739; GO:0016705; GO:0017085; GO:0020037; GO:0030342; GO:0031966; GO:0046680; GO:0055114	reviewed	Probable cytochrome P450 12d1 distal, mitochondrial (EC 1.14.-.-) (CYPXIID1)	Cyp12d1-d Cyp12d1 CG33503	Drosophila melanogaster (Fruit fly)	521		AE013599	4 out of 5
Q7KRI2	AE013599	LOLAL_DROME	GO:0000794; GO:0001700; GO:0003677; GO:0005634; GO:0005700; GO:0006342; GO:0006351; GO:0006357; GO:0007426; GO:0007435; GO:0009953; GO:0016458; GO:0016569; GO:0031208; GO:0031519; GO:0035167; GO:0042803; GO:0045892; GO:0045893; GO:0045944	reviewed	Longitudinals lacking protein-like (Lola-like protein) (Protein Batman)	lolal ban CG5738	Drosophila melanogaster (Fruit fly)	127		AE013599	5 out of 5
Q7KRR5	AE013599	NGLY1_DROME	GO:0005634; GO:0005737; GO:0005829; GO:0006515; GO:0006516; GO:0006517; GO:0016787; GO:0030246; GO:0046872	reviewed	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (EC 3.5.1.52) (Peptide:N-glycanase)	Pngl PNGase CG7865	Drosophila melanogaster (Fruit fly)	631		AE013599	4 out of 5
Q7KVF1	AE013599	Q7KVF1_DROME	GO:0005887	unreviewed	Epithelial membrane protein, isoform A (Epithelial membrane protein, isoform C) (Epithelial membrane protein, isoform D)	emp CG2727 Dmel_CG2727	Drosophila melanogaster (Fruit fly)	520		AE013599	1 out of 5
Q7KVF3	AE013599	Q7KVF3_DROME		unreviewed	CG9083	CG9083 Dmel_CG9083	Drosophila melanogaster (Fruit fly)	317		AE013599	1 out of 5
Q7KVF6	AE013599	Q7KVF6_DROME	GO:0016021	unreviewed	IP20706p	CG33228-RA CG33228 Dmel_CG33228	Drosophila melanogaster (Fruit fly)	215		AE013599	1 out of 5
Q7KVG9	AE013599	Q7KVG9_DROME	GO:0001085; GO:0005634; GO:0007350; GO:0007399; GO:0007411; GO:0007476; GO:0007563; GO:0008134; GO:0008407; GO:0008593; GO:0010468; GO:0022416; GO:0035050; GO:0045893; GO:0045944; GO:0048749; GO:0070983	unreviewed	Chip, isoform B (RE67266p)	Chi Chi-RB CG3924 Dmel_CG3924	Drosophila melanogaster (Fruit fly)	596		AE013599	5 out of 5
Q7KVH7	AE013599	Q7KVH7_DROME	GO:0005524; GO:0006457; GO:0009408; GO:0031072; GO:0046872; GO:0051082	unreviewed	Lethal (2) tumorous imaginal discs, isoform C	l(2)tid CG5504 Dmel_CG5504	Drosophila melanogaster (Fruit fly)	507		AE013599	2 out of 5
Q7KVH9	AE013599	TFP8L_DROME	GO:0003824; GO:0005737; GO:0007435; GO:0010506; GO:0042995; GO:0043027; GO:0043065; GO:0046330; GO:0070507	reviewed	Tumor necrosis factor alpha-induced protein 8-like protein (TNF alpha-induced protein 8-like protein)	CG4091	Drosophila melanogaster (Fruit fly)	188		AE013599	3 out of 5
Q7KVI9	AE013599	Q7KVI9_DROME		unreviewed	CG9812, isoform B (CG9812, isoform E)	CG9812 Dmel_CG9812	Drosophila melanogaster (Fruit fly)	245		AE013599	1 out of 5
Q7KVJ1	AE013599	Q7KVJ1_DROME	GO:0005743; GO:0007007; GO:0032979; GO:0043022; GO:0097033; GO:0097034	unreviewed	CG9863	CG9863 Dmel_CG9863	Drosophila melanogaster (Fruit fly)	267		AE013599	1 out of 5
Q7KVJ6	AE013599	Q7KVJ6_DROME	GO:0008152; GO:0015245; GO:0015908; GO:0016021; GO:0031957	unreviewed	RE60616p	CG30194-RD CG44252 Dmel_CG44252	Drosophila melanogaster (Fruit fly)	714		AE013599	1 out of 5
Q7KVK5	AE013599	Q7KVK5_DROME	GO:0016491	unreviewed	Uncharacterized protein, isoform M (EC 1.-.-.-)	CG30275 Dmel_CG30275	Drosophila melanogaster (Fruit fly)	1298		AE013599	1 out of 5
Q7KVL6	AE013599	Q7KVL6_DROME	GO:0005737; GO:0007286; GO:0007520; GO:0007522; GO:0030833; GO:0030838; GO:0032433; GO:0048149; GO:0051015	unreviewed	Verprolin 1, isoform E	Vrp1 CG13503 Dmel_CG13503	Drosophila melanogaster (Fruit fly)	761		AE013599	3 out of 5
Q7KVL7	AE013599	Q7KVL7_DROME	GO:0005768; GO:0005770; GO:0005829; GO:0006897; GO:0015031; GO:0017137; GO:0030177; GO:0030904; GO:0030906; GO:0031647; GO:0042147; GO:0061357; GO:1904647	unreviewed	Vacuolar protein sorting-associated protein 35	Vps35 CG5625 Dmel_CG5625	Drosophila melanogaster (Fruit fly)	803		AE013599	4 out of 5
Q7KVM3	AE013599	Q7KVM3_DROME	GO:0004252; GO:0006508	unreviewed	CG9294 (EC 3.4.21.-)	CG9294 Dmel_CG9294	Drosophila melanogaster (Fruit fly)	352		AE013599	1 out of 5
Q7KVM5	AE013599	Q7KVM5_DROME	GO:0004722; GO:0005634; GO:0006470; GO:0046872	unreviewed	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PpN58A PpN58A-RA CG3245 Dmel_CG3245	Drosophila melanogaster (Fruit fly)	324		AE013599	2 out of 5
Q7KVM7	AE013599	Q7KVM7_DROME	GO:0004252	unreviewed	IP20489p	CG33225-RA CG33225 Dmel_CG33225	Drosophila melanogaster (Fruit fly)	292		AE013599	1 out of 5
Q7KVM8	AE013599	Q7KVM8_DROME	GO:0004252	unreviewed	RT07665p	CG33226-RA CG33226 Dmel_CG33226	Drosophila melanogaster (Fruit fly)	292		AE013599	1 out of 5
Q7KVN1	AE013599	Q7KVN1_DROME	GO:0046579	unreviewed	Misexpression suppressor of KSR 2, isoform K	MESK2 CG15669 Dmel_CG15669	Drosophila melanogaster (Fruit fly)	409		AE013599	1 out of 5
Q7KVP4	AE013599	Q7KVP4_DROME	GO:0004134; GO:0004135; GO:0005978; GO:0005980; GO:0102500	unreviewed	CG9485, isoform A (EC 2.4.1.25) (EC 3.2.1.33) (CG9485, isoform E) (CG9485, isoform F)	CG9485 Dmel_CG9485	Drosophila melanogaster (Fruit fly)	1542		AE013599	1 out of 5
Q7KVP5	AE013599	Q7KVP5_DROME	GO:0016021	unreviewed	Uncharacterized protein, isoform M	CG42672 Dmel_CG42672	Drosophila melanogaster (Fruit fly)	1552		AE013599	1 out of 5
Q7KVP6	AE013599	Q7KVP6_DROME	GO:0016021	unreviewed	Uncharacterized protein, isoform O	CG42672 Dmel_CG42672	Drosophila melanogaster (Fruit fly)	1640		AE013599	1 out of 5
Q7KVP9	AE013599	Q7KVP9_DROME	GO:0000439; GO:0001111; GO:0001113; GO:0003677; GO:0004386; GO:0005524; GO:0005634; GO:0005675; GO:0005700; GO:0005703; GO:0005705; GO:0005737; GO:0006289; GO:0006367; GO:0006974; GO:0007088; GO:0007348; GO:0009411; GO:0010972; GO:0043141; GO:0051983; GO:1903506	unreviewed	Xeroderma pigmentosum D ortholog (EC 3.6.1.-)	Xpd CG9433 Dmel_CG9433	Drosophila melanogaster (Fruit fly)	769		AE013599	5 out of 5
Q7KVQ0	AE013599	GAR1_DROME	GO:0000454; GO:0005654; GO:0005730; GO:0005732; GO:0030515; GO:0031118; GO:0031429; GO:0034513	reviewed	Probable H/ACA ribonucleoprotein complex subunit 1 (GCR 101 snRNP) (Nucleolar protein family A member 1)	CG4038	Drosophila melanogaster (Fruit fly)	237		AE013599	3 out of 5
Q7KY01	AE013599	Q7KY01_DROME	GO:0016021	unreviewed	Aquaporin	AQP AQP-dr CG12251 Dmel_CG12251	Drosophila melanogaster (Fruit fly)	276		AE013599	1 out of 5
Q7KY04	AE013599	Q7KY04_DROME	GO:0003924; GO:0005525; GO:0005768; GO:0005886; GO:0006897; GO:0007299; GO:0016192; GO:0030100; GO:0031982; GO:0032482; GO:0043025; GO:0045202; GO:0055037	unreviewed	Rab4 protein (Rab4, isoform A) (Rab4, isoform B)	Rab4 CG4921 Dmel_CG4921	Drosophila melanogaster (Fruit fly)	213		AE013599	3 out of 5
Q7KY08	AE013599	Q7KY08_DROME	GO:0005634; GO:0005737; GO:0006342; GO:0006402; GO:0007294; GO:0007367; GO:0007416; GO:0016246; GO:0017148; GO:0019899; GO:0030422; GO:0030423; GO:0030529; GO:0030727; GO:0035195; GO:0035196; GO:0035198; GO:0035279; GO:0036099; GO:0046959; GO:0048471; GO:0090328	unreviewed	Argonaute protein (Argonaute-1, isoform B) (SD07515p)	AGO1 AGO1-RB dAGO1 CG6671 Dmel_CG6671	Drosophila melanogaster (Fruit fly)	950		AE013599	5 out of 5
Q7PL26	AE013599	Q7PL26_DROME	GO:0000994; GO:0005634; GO:0005737; GO:0006351; GO:0016480	unreviewed	Repressor of RNA polymerase III transcription MAF1	Maf1 CG40196 Dmel_CG40196	Drosophila melanogaster (Fruit fly)	226		AE013599	2 out of 5
Q7PLD0	AE013599	Q7PLD0_DROME	GO:0016021; GO:0055085	unreviewed	FI14546p (Major facilitator superfamily transporter 17, isoform G)	MFS17 CG40263-RG CG40263 Dmel_CG40263	Drosophila melanogaster (Fruit fly)	445		AE013599	1 out of 5
Q7PLE6	AE013599	Q7PLE6_DROME	GO:0003863; GO:0017086; GO:0046949	unreviewed	Uncharacterized protein, isoform C (Uncharacterized protein, isoform E) (EC 1.2.4.4)	CG17691 Dmel_CG17691	Drosophila melanogaster (Fruit fly)	364		AE013599	1 out of 5
Q7PLI0	AE013599	Q7PLI0_DROME	GO:0001745; GO:0005737; GO:0005813; GO:0005912; GO:0005913; GO:0007155; GO:0010172; GO:0032956; GO:0034334; GO:0045296; GO:0060997; GO:0098609	unreviewed	Adherens junction protein p120	p120ctn CG17484 Dmel_CG17484	Drosophila melanogaster (Fruit fly)	781		AE013599	3 out of 5
Q7PLI2	AE013599	NIPB_DROME	GO:0003682; GO:0005634; GO:0005700; GO:0006351; GO:0006355; GO:0007064; GO:0007130; GO:0007612; GO:0007614; GO:0010628; GO:0032116; GO:0034088; GO:0035327; GO:0045793; GO:0045893; GO:0045927; GO:0048854; GO:0050802; GO:0061780; GO:0070193; GO:0071733	reviewed	Nipped-B protein (SCC2 homolog)	Nipped-B CG17704	Drosophila melanogaster (Fruit fly)	2077		AE013599	5 out of 5
Q7PLI7	AE013599	DCLK_DROME	GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0005875; GO:0006468; GO:0007017; GO:0008017; GO:0009931; GO:0018105; GO:0035556; GO:0046777	reviewed	Serine/threonine-protein kinase CG17528 (EC 2.7.11.1) (Doublecortin-like and CAM kinase-like protein) (Protein Pk1)	CG17528	Drosophila melanogaster (Fruit fly)	748		AE013599	4 out of 5
Q7PLL7	AE013599	Q7PLL7_DROME	GO:0005887; GO:0005918; GO:0019991	unreviewed	IP04839p	CG40378-RB CG45781 Dmel_CG45781	Drosophila melanogaster (Fruit fly)	548		AE013599	1 out of 5
Q7PLS8	AE013599	INT3_DROME	GO:0005634; GO:0005794; GO:0016180; GO:0032039	reviewed	Integrator complex subunit 3 (SOSS complex subunit A homolog)	IntS3 CG17665	Drosophila melanogaster (Fruit fly)	1068		AE013599	3 out of 5
Q7PLT1	AE013599	Q7PLT1_DROME		unreviewed	RE22570p	CG40191 Dmel_CG40191	Drosophila melanogaster (Fruit fly)	396		AE013599	1 out of 5
Q7YTY6	AE013599	SP42D_DROME	GO:0002376; GO:0002784; GO:0004867; GO:0005615; GO:0010951; GO:0032504; GO:0045861; GO:0050832	reviewed	Serine protease inhibitor 42Dd (Serpin 42Dd)	Spn42Dd Spn1 CG9456	Drosophila melanogaster (Fruit fly)	372		AE013599	4 out of 5
Q7YTZ4	AE013599	Q7YTZ4_DROME	GO:0005622; GO:0016021; GO:0035556; GO:0046872	unreviewed	GH22187p	CG10737 Dmel_CG10737	Drosophila melanogaster (Fruit fly)	903		AE013599	1 out of 5
Q7YU60	AE013599	Q7YU60_DROME	GO:0004672; GO:0004702; GO:0004703; GO:0005025; GO:0005524; GO:0006468; GO:0007165; GO:0007179; GO:0007346; GO:0007405; GO:0007411; GO:0007455; GO:0007476; GO:0008340; GO:0009411; GO:0010507; GO:0010862; GO:0016319; GO:0016361; GO:0030513; GO:0032924; GO:0040018; GO:0048179; GO:0048185; GO:0048666; GO:0048813	unreviewed	Receptor protein serine/threonine kinase (EC 2.7.11.30)	babo CG8224 Dmel_CG8224	Drosophila melanogaster (Fruit fly)	595		AE013599	5 out of 5
Q7YU80	AE013599	Q7YU80_DROME	GO:0000226; GO:0001737; GO:0001933; GO:0004672; GO:0004674; GO:0005524; GO:0005938; GO:0006468; GO:0007294; GO:0007298; GO:0007314; GO:0007317; GO:0007318; GO:0009798; GO:0009948; GO:0009994; GO:0016323; GO:0016325; GO:0019730; GO:0030010; GO:0030111; GO:0030707; GO:0030709; GO:0030860; GO:0031594; GO:0035332; GO:0045169; GO:0045172; GO:0045185; GO:0045451; GO:0050321; GO:0051124; GO:0061174; GO:0090176	unreviewed	Par-1, isoform R (EC 2.7.11.-) (EC 2.7.11.26) (SD05712p)	par-1 CG30132 CG8201 Dmel_CG8201	Drosophila melanogaster (Fruit fly)	1046		AE013599	5 out of 5
Q7YU81	AE013599	CHN_DROME	GO:0000122; GO:0001078; GO:0001654; GO:0001700; GO:0003705; GO:0005634; GO:0006351; GO:0007422; GO:0007423; GO:0007458; GO:0007526; GO:0042683; GO:0043565; GO:0045944; GO:0046872; GO:0048813	reviewed	Protein charlatan	chn CG11798	Drosophila melanogaster (Fruit fly)	1214		AE013599	5 out of 5
Q867Z4	AE013599	LOLA4_DROME	GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0006351; GO:0006355; GO:0006357; GO:0007409; GO:0007411; GO:0007464; GO:0007526; GO:0008406; GO:0016199; GO:0019730; GO:0035167; GO:0044719; GO:0045467; GO:0045476; GO:0045893; GO:0046872; GO:0048813	reviewed	Longitudinals lacking protein, isoforms F/I/K/T	lola CG12052	Drosophila melanogaster (Fruit fly)	970		AE013599	5 out of 5
Q86BE9	AE013599	PEN2_DROME	GO:0005770; GO:0007219; GO:0007220; GO:0016021; GO:0055037; GO:0070765	reviewed	Gamma-secretase subunit pen-2 (Presenilin enhancer protein 2)	pen-2 CG33198	Drosophila melanogaster (Fruit fly)	101		AE013599	4 out of 5
Q86BF9	AE013599	Q86BF9_DROME	GO:0005549; GO:0005576; GO:0007606	unreviewed	Odorant-binding protein 59a	Obp59a CG13517 Dmel_CG13517	Drosophila melanogaster (Fruit fly)	202		AE013599	1 out of 5
Q86BG1	AE013599	Q86BG1_DROME	GO:0005912; GO:0030296; GO:0061098	unreviewed	Ankyrin-repeat, SH3-domain, and Proline-rich-region containing protein, isoform B	ASPP CG18375 Dmel_CG18375	Drosophila melanogaster (Fruit fly)	1069		AE013599	2 out of 5
Q86BG2	AE013599	Q86BG2_DROME	GO:0003676; GO:0042332	unreviewed	Uncharacterized protein, isoform D	CG10543 Dmel_CG10543	Drosophila melanogaster (Fruit fly)	1631		AE013599	1 out of 5
Q86BN4	AE013599	Q86BN4_DROME	GO:0016021	unreviewed	Na,K-ATPase interacting, isoform J	NKAIN CG34413 Dmel_CG34413	Drosophila melanogaster (Fruit fly)	559		AE013599	1 out of 5
Q86BS7	AE013599	Q86BS7_DROME	GO:0004134; GO:0004135; GO:0005978; GO:0005980; GO:0102500	unreviewed	CG9485, isoform C (EC 2.4.1.25) (EC 3.2.1.33)	CG9485 Dmel_CG9485	Drosophila melanogaster (Fruit fly)	1546		AE013599	1 out of 5
Q86BY9	AE013599	RIG_DROME	GO:0000387; GO:0005634; GO:0005737; GO:0006351; GO:0006355; GO:0007275; GO:0007591; GO:0007629; GO:0008344; GO:0032797; GO:0035075; GO:0071254	reviewed	Protein rigor mortis	rig CG30149	Drosophila melanogaster (Fruit fly)	1235		AE013599	5 out of 5
Q86LF0	AE013599	Q86LF0_DROME		unreviewed	Isopeptidase-T-3, isoform A (LD10242p)	isopeptidase-T-3 CG11025 Dmel_CG11025	Drosophila melanogaster (Fruit fly)	557		AE013599	1 out of 5
Q86LH3	AE013599	Q86LH3_DROME	GO:0005272; GO:0006814; GO:0016021	unreviewed	Pickpocket 6	ppk6 PPK6 CG11209 Dmel_CG11209	Drosophila melanogaster (Fruit fly)	498		AE013599	1 out of 5
Q86NK6	AE013599	Q86NK6_DROME	GO:0003951; GO:0005634; GO:0005737; GO:0006741; GO:0019674	unreviewed	LD23573p	CG6152 CG33156 Dmel_CG33156	Drosophila melanogaster (Fruit fly)	453		AE013599	1 out of 5
Q86NT5	AE013599	Q86NT5_DROME	GO:0004471; GO:0004473; GO:0005739; GO:0006090; GO:0006108; GO:0016021; GO:0046872; GO:0051287	unreviewed	Malic enzyme	Menl-1 Menl-2 CG7964 Dmel_CG7964	Drosophila melanogaster (Fruit fly)	610		AE013599	3 out of 5
Q86NV3	AE013599	Q86NV3_DROME	GO:0005576; GO:0032926; GO:0032927; GO:0090099	unreviewed	Follistatin, isoform A (GH04473p)	Fs CG12956 CG33466 Dmel_CG33466	Drosophila melanogaster (Fruit fly)	767		AE013599	2 out of 5
Q86NW1	AE013599	Q86NW1_DROME	GO:0008021; GO:0015238; GO:0015872; GO:0016021; GO:0051608; GO:1904340; GO:1904647	unreviewed	FI07245p (GH16917p) (RH74704p) (Vesicular monoamine transporter, isoform C) (Vesicular monoamine transporter, isoform E) (Vesicular monoamine transporter, isoform F)	Vmat Vmat-RC CG33528 CG6119 Dmel_CG33528	Drosophila melanogaster (Fruit fly)	610		AE013599	2 out of 5
Q86NX3	AE013599	Q86NX3_DROME		unreviewed	GM20958p	CG33964 CG8447 Dmel_CG33964	Drosophila melanogaster (Fruit fly)	494		AE013599	1 out of 5
Q86P32	AE013599	Q86P32_DROME	GO:0005484; GO:0005886; GO:0007269; GO:0016021; GO:0016081; GO:0016192; GO:0098793	unreviewed	RE35194p (Syntaxin 6, isoform B)	Syx6 CG7736 Dmel_CG7736	Drosophila melanogaster (Fruit fly)	226		AE013599	2 out of 5
Q86P36	AE013599	Q86P36_DROME	GO:0004872; GO:0005886; GO:0016021; GO:0030659	unreviewed	Patched-related, isoform A (Patched-related, isoform B) (Patched-related, isoform C) (RE45036p)	Ptr CG11212 Dmel_CG11212	Drosophila melanogaster (Fruit fly)	1169		AE013599	2 out of 5
Q86P80	AE013599	Q86P80_DROME	GO:0007015; GO:0007605; GO:0016203; GO:0050954	unreviewed	CAP, isoform K (CAP, isoform O) (SD03761p)	CAP rexin CG18408 Dmel_CG18408	Drosophila melanogaster (Fruit fly)	630		AE013599	2 out of 5
Q86PC9	AE013599	TULP_DROME	GO:0005634; GO:0005737; GO:0005929; GO:0006897; GO:0007605; GO:0009744; GO:0016028; GO:0016059; GO:0035091; GO:0042593; GO:0043025; GO:0061512; GO:0070328	reviewed	Protein king tubby	ktub Tulp CG9398	Drosophila melanogaster (Fruit fly)	460		AE013599	5 out of 5
Q86PD3	AE013599	Q86PD3_DROME	GO:0005506; GO:0005654; GO:0005739; GO:0006749	unreviewed	RE56416p (RE65279p) (RE65881p)	CG30022;CG30023 CG30022-RA CG30022 Dmel_CG30022	Drosophila melanogaster (Fruit fly)	279		AE013599	1 out of 5
Q86S05	AE013599	LIG_DROME	GO:0000932; GO:0005634; GO:0005737; GO:0007620; GO:0008069; GO:0045571; GO:0045893; GO:0046426; GO:0060179	reviewed	Protein lingerer	lig CG8715	Drosophila melanogaster (Fruit fly)	1375		AE013599	5 out of 5
Q8I8U7	AE013599	TRA1_DROME	GO:0000123; GO:0000124; GO:0000281; GO:0005634; GO:0005700; GO:0005703; GO:0005737; GO:0006281; GO:0006351; GO:0006355; GO:0016301; GO:0016573; GO:0035222; GO:0035267; GO:0043486; GO:0043966; GO:0045747	reviewed	Transcription-associated protein 1 (dTRA1)	Nipped-A Tra1 CG2905	Drosophila melanogaster (Fruit fly)	3790		AE013599	5 out of 5
Q8IFW6	AE013599	Q8IFW6_DROME	GO:0005654	unreviewed	DEK protein (Dek, isoform D)	Dek dek CG5935 Dmel_CG5935	Drosophila melanogaster (Fruit fly)	612		AE013599	1 out of 5
Q8IGA7	AE013599	Q8IGA7_DROME	GO:0003951; GO:0005634; GO:0005737; GO:0006741; GO:0019674	unreviewed	SD09038p	CG6152 CG33156 Dmel_CG33156	Drosophila melanogaster (Fruit fly)	375		AE013599	1 out of 5
Q8IGI1	AE013599	Q8IGI1_DROME	GO:0046579	unreviewed	Misexpression suppressor of KSR 2, isoform J (RH13074p)	MESK2 CG15669 Dmel_CG15669	Drosophila melanogaster (Fruit fly)	468		AE013599	1 out of 5
Q8IGJ0	AE013599	EFR3_DROME	GO:0000281; GO:0007268; GO:0007602; GO:0016021; GO:0016079; GO:0030100; GO:0045202; GO:0048488; GO:0098793	reviewed	Protein EFR3 homolog cmp44E (Conserved membrane protein at 44E) (Protein stambha A)	stmA cmp44E CG8739	Drosophila melanogaster (Fruit fly)	834		AE013599	5 out of 5
Q8IGK3	AE013599	Q8IGK3_DROME	GO:0000724; GO:0003677; GO:0005634; GO:0005652; GO:0005654; GO:0005700; GO:0005737; GO:0007446; GO:0008270; GO:0030097; GO:0030261; GO:0035012; GO:0042176; GO:0045089; GO:0046425; GO:0046426; GO:0048749; GO:0050829; GO:0051276	unreviewed	RE73180p (Suppressor of variegation 2-10, isoform D)	Su(var)2-10 CG8068 Dmel_CG8068	Drosophila melanogaster (Fruit fly)	601		AE013599	5 out of 5
Q8IGL5	AE013599	Q8IGL5_DROME	GO:0005927; GO:0006955; GO:0017085; GO:0050777; GO:0060271; GO:1901223	unreviewed	Leucine-rich repeat, isoform A (RE68846p)	LRR CG1399 Dmel_CG1399	Drosophila melanogaster (Fruit fly)	655		AE013599	2 out of 5
Q8IH23	AE013599	Q8IH23_DROME		unreviewed	GEO02102p1 (GM30351p)	CG42808 Dmel_CG42808	Drosophila melanogaster (Fruit fly)	135		AE013599	1 out of 5
Q8IH56	AE013599	Q8IH56_DROME	GO:0016021	unreviewed	GH11271p	CG11961 Dmel_CG11961	Drosophila melanogaster (Fruit fly)	867		AE013599	1 out of 5
Q8IH57	AE013599	Q8IH57_DROME	GO:0005887; GO:0008021; GO:0008504; GO:0015222; GO:0015238; GO:0015842; GO:0015844; GO:0015872; GO:0031594; GO:0051608; GO:1904340; GO:1904647	unreviewed	GH10249p (Vesicular monoamine transporter, isoform D)	Vmat CG33528 CG6119 Dmel_CG33528	Drosophila melanogaster (Fruit fly)	646		AE013599	3 out of 5
Q8IHH3	AE013599	Q8IHH3_DROME	GO:0003729; GO:0005654; GO:0007411; GO:0008340; GO:0008343	unreviewed	AT01055p (Smooth, isoform I)	sm CG9218 Dmel_CG9218	Drosophila melanogaster (Fruit fly)	420		AE013599	2 out of 5
Q8IRK0	AE013599	Q8IRK0_DROME	GO:0007424; GO:0007475; GO:0008362; GO:0016021; GO:0040005; GO:0045177	unreviewed	GH04558p (LP02738p) (Piopio protein) (Piopio, isoform B) (Piopio, isoform D) (Piopio, isoform E)	pio CG3541 Dmel_CG3541	Drosophila melanogaster (Fruit fly)	462		AE013599	2 out of 5
Q8IRK1	AE013599	Q8IRK1_DROME	GO:0005576	unreviewed	Uncharacterized protein	CG43775 Dmel_CG43775	Drosophila melanogaster (Fruit fly)	272		AE013599	1 out of 5
Q8IRK5	AE013599	Q8IRK5_DROME	GO:0004252	unreviewed	Uncharacterized protein (EC 3.4.21.-)	CG30289 Dmel_CG30289	Drosophila melanogaster (Fruit fly)	316		AE013599	1 out of 5
Q8IRK6	AE013599	Q8IRK6_DROME	GO:0004252	unreviewed	RT07670p	CG30288-RC CG30288 Dmel_CG30288	Drosophila melanogaster (Fruit fly)	282		AE013599	1 out of 5
Q8IRK7	AE013599	Q8IRK7_DROME	GO:0046579	unreviewed	Misexpression suppressor of KSR 2, isoform D	MESK2 CG15669 Dmel_CG15669	Drosophila melanogaster (Fruit fly)	365		AE013599	1 out of 5
Q8MKJ4	AE013599	OB57B_DROME	GO:0005549; GO:0005576; GO:0007606; GO:0007608; GO:1990834	reviewed	General odorant-binding protein 57b	Obp57b CG30142	Drosophila melanogaster (Fruit fly)	141		AE013599	2 out of 5
Q8MKJ5	AE013599	Q8MKJ5_DROME	GO:0005576; GO:0030414	unreviewed	GEO08105p1 (RE05231p)	CG30197 Dmel_CG30197	Drosophila melanogaster (Fruit fly)	113		AE013599	1 out of 5
Q8MKJ6	AE013599	Q8MKJ6_DROME	GO:0000209; GO:0003755; GO:0071013	unreviewed	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	CG11777 Dmel_CG11777	Drosophila melanogaster (Fruit fly)	161		AE013599	2 out of 5
Q8MKJ7	AE013599	Q8MKJ7_DROME		unreviewed	AT09538p (GEO08576p1)	CG30039 Dmel_CG30039	Drosophila melanogaster (Fruit fly)	147		AE013599	1 out of 5
Q8MKJ8	AE013599	Q8MKJ8_DROME		unreviewed	AT12437p	CG30284 Dmel_CG30284	Drosophila melanogaster (Fruit fly)	325		AE013599	1 out of 5
Q8MKJ9	AE013599	Q8MKJ9_DROME	GO:0030246	unreviewed	AT18611p (GEO08704p1)	CG30148 Dmel_CG30148	Drosophila melanogaster (Fruit fly)	124		AE013599	1 out of 5
Q8MKK0	AE013599	OB57A_DROME	GO:0005549; GO:0005576; GO:0007606; GO:0007608; GO:1990834	reviewed	General odorant-binding protein 57a	Obp57a CG30141	Drosophila melanogaster (Fruit fly)	169		AE013599	2 out of 5
Q8MKK1	AE013599	Q8MKK1_DROME	GO:0003746; GO:0004364; GO:0005634; GO:0005737; GO:0006749; GO:0016874	unreviewed	RH09246p	AIMP3 CG30185;Gr59f CG30185 Dmel_CG30185	Drosophila melanogaster (Fruit fly)	179		AE013599	1 out of 5
Q8MKK3	AE013599	Q8MKK3_DROME	GO:0004633; GO:0015937	unreviewed	LD37882p2 (Phosphopantothenoylcysteine decarboxylase, isoform A) (Phosphopantothenoylcysteine decarboxylase, isoform B) (EC 4.1.1.36)	Ppcdc CG42496-RA CG30290 Dmel_CG30290	Drosophila melanogaster (Fruit fly)	191		AE013599	1 out of 5
Q8MKK4	AE013599	TRE12_DROME	GO:0005351; GO:0005355; GO:0005886; GO:0016020; GO:0016021; GO:0035428; GO:0046323	reviewed	Facilitated trehalose transporter Tret1-2 homolog (DmTret1-2)	Tret1-2 CG8234	Drosophila melanogaster (Fruit fly)	488		AE013599	3 out of 5
Q8MKK5	AE013599	Q8MKK5_DROME	GO:0003333; GO:0005886; GO:0005887; GO:0007638; GO:0009612; GO:0015171; GO:0015379; GO:0030424; GO:0043025; GO:0071477	unreviewed	GH09271p (Kazachoc, isoform B)	kcc BEST:CK01510 CG5594 Dmel_CG5594	Drosophila melanogaster (Fruit fly)	1028		AE013599	3 out of 5
Q8MKK7	AE013599	Q8MKK7_DROME	GO:0005783; GO:0016021; GO:0018345; GO:0019706	unreviewed	Palmitoyltransferase (EC 2.3.1.225)	CG10344 Dmel_CG10344	Drosophila melanogaster (Fruit fly)	198		AE013599	2 out of 5
